F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,Target
14.35,-475.71,-4.83,3187.41,Very low,Rest,3.06,-17.66,-217.48,-1144.44,-171,9,6,18.21,7184.22,0.28,1506.1
11.4,-285.18,-5.59,4122.09,Medium,Europe,3.27,-27.28,-165.18,-1512.92,-182.68,27,8,14.55,-2110.86,0.04,2399.79
7.91,-195.39,-1.45,2630.46,Low,Rest,6.16,-5.16,-140.98,-970.18,-302.59,15,10,10.98,31662.48,48.7,94.92
12.48,-311.22,-1.23,1280.64,High,Europe,7.47,-18.16,-190.92,-1306.12,-162.21,15,4,13.05,281.19,17.66,1758.12
9.11,-213.9,-10.37,4174.5,Very high,Rest,2.57,-22.68,-257.56,-1116.12,-162.15,21,8,3.3,5723.43,0.78,874.2
7.16,-484.77,-7.74,2751.57,Medium,Europe,1.49,-20,-254.84,-1169.88,-228.56,9,12,18.15,11667.03,0.96,1528.48
8.1,-246.96,-3.89,887.52,Very high,Rest,2.27,-10.66,-208.22,-1288.88,-86.18,6,4,9.33,10879.92,0.22,0
13.11,-376.59,-8.13,4134.96,Medium,USA,11.86,-19.8,-294.62,-668.14,-37.61,12,2,2.61,7768.2,2.64,3790
9.45,-338.55,-5.78,1522.56,Very low,Europe,6.26,-43.02,-247.96,-1200.9,-158.18,15,8,1.26,-14738.88,15.24,0
9.76,-339.42,-6.39,4266.6,Very high,USA,4.21,-17.06,-240.3,-1629.26,-167.98,15,12,6.33,-17375.64,2,2280.12
4.26,-370.26,-6.5,3934.44,Very low,UK,1.03,-26.58,-197.24,-1483.36,-190.35,15,2,3.9,9882.45,0.34,336.25
12.66,-343.44,-8.27,3074.22,High,Rest,6.45,-26.12,-284.52,-729.26,-122.66,21,4,10.65,22563.75,103.16,2316.92
8.05,-324.09,-5.19,3388.98,Very high,Rest,5.98,-17.86,-277.34,-642.52,-156.71,9,4,1.86,20261.19,0,1605.31
13.57,-197.52,-3.63,1150.2,Very low,UK,4.41,-34.88,-135.22,-1736.34,-158.25,9,4,0.81,6439.68,0.14,0
11.08,-301.17,-6.06,2405.73,Low,UK,3.04,-13.74,-168.48,-967.6,-166.83,6,6,14.13,-12919.5,1.22,80.5
5.3,-247.05,-6.42,1421.97,Low,Europe,2.25,-17.5,-198.5,-1600.52,-147.82,12,2,7.89,14815.77,1.46,0
12.74,-260.79,-7.29,4081.23,Medium,Europe,6.84,-20.66,-235.98,-426.24,-156.39,18,10,18.27,3989.19,0.36,2733.96
13.89,-289.44,-10.64,3350.52,Medium,Rest,12.57,-25.96,-233.22,-727.08,-175.51,12,4,14.31,20866.77,0.42,2629.34
12.25,-257.04,-8.78,3131.25,High,USA,7.86,-27.12,-301.44,-1235.22,-167.72,9,6,14.46,-908.91,1.6,2713.38
9.29,-266.79,-8.89,2408.88,High,USA,11.92,-29.56,-85.44,-1898.88,-164.8,6,6,13.8,13975.68,6.04,2423.24
10.7,-294.69,-9.56,2003.73,High,USA,4.11,-25.7,-114.94,-1742.24,-175.05,21,8,42.57,-449.19,0.06,3574.75
6.28,-333.45,-9.31,2201.94,Very high,Rest,1.77,-15.4,-163.3,-1786,-165.61,15,8,1.05,7936.95,26.14,0
8.26,-389.16,-4.89,4765.92,Medium,USA,2.84,-20.64,-166.74,-1089.7,-171.72,9,14,39.84,8229.12,32.36,3721.82
5.23,-107.22,-10.93,855.33,Medium,UK,3,-19,-270.22,-2208.86,-60.01,12,10,10.68,-11619.84,0.94,0
13.6,-303.39,-7.3,1333.56,High,Europe,4,-24.6,-313.72,-701.72,-159.13,9,8,9.27,7462.68,12.14,0
5.24,-314.31,-8.69,2575.32,Very low,Rest,3.47,-9.26,-267.98,-2625.6,-97.58,9,10,4.83,-3784.44,0.28,0
14.48,-309.3,-15.96,1234.29,High,Europe,0.87,-2.84,-170.24,-617.74,-261.8,6,8,0.63,-3502.92,0.04,0
8.48,-323.46,-5.9,2729.97,Medium,Rest,5.29,-29.26,-228.88,-639.7,-170.55,3,2,27,16011.27,134.3,1762.76
19.26,-271.26,-7.42,2881.44,Very high,USA,2.4,-24.54,-190.4,-462.34,-81.86,12,12,19.8,32834.58,1.38,1648.66
14.23,-466.35,-1.12,1694.64,Very low,USA,1.16,-18.92,-150.28,-1668.46,-134.75,9,14,32.46,17049.51,15.58,274.1
9.51,-441.15,-6.02,2075.94,High,Europe,1.11,-26.6,-88.54,-1938.86,-113.5,15,12,5.46,8067.99,0.4,0
13.27,-385.65,-11.22,1600.59,Very low,USA,1.34,-7.04,-180.5,-1935.08,-101.57,12,12,7.17,13625.01,39.1,0
12.13,-486.45,-12.41,2677.17,High,Europe,9.68,-19.46,-129.4,-1750.68,-89.44,18,10,12.63,397.08,580.26,2872.69
6.93,-437.7,-6.8,4160.82,High,Rest,10.82,-17.7,-192.36,-1491.16,-160.08,15,8,21.03,14045.4,9.9,3435.4
12.4,-385.77,-7.96,1029,High,UK,2.98,-24.66,-224.44,-1344.36,-156.15,3,4,4.47,12587.91,68.4,0
17.31,-209.91,-11.91,3401.82,Low,UK,3.42,-15.72,-268.74,-1029.66,-134.15,15,8,8.07,15884.79,0.48,57.04
12.39,-306.75,-3.54,3864.75,Very low,Rest,5.82,-22.4,-161.84,-639.12,-145.46,21,8,15.93,21571.86,0.14,1806.31
8.55,-369.24,-1.71,772.02,High,Europe,4.41,-19.66,-192.7,-1728.12,-216.15,9,16,4.89,9334.68,485.7,0
12.41,-485.31,-7.61,4030.05,Low,UK,3.21,-25.42,-220.14,-1825.74,-151.27,6,8,8.16,-10146.42,0.26,515.16
9.64,-457.95,-3.17,1734.39,High,UK,3.87,-19.2,-237.66,-1511.68,-160.34,15,14,5.91,5945.67,4.22,197.51
11.47,-174.45,-9.26,2434.32,Low,USA,1.23,-22.7,-127.42,-1100.6,-204.39,6,10,11.07,18762.42,4.62,0
5.55,-360.84,-3.66,3140.67,Medium,USA,0.8,-17.64,-163.56,-1840.8,-132.52,9,12,7.98,24008.37,4.14,0
14.05,-289.83,-10.34,1803.09,Very high,Rest,4.28,-23.22,-261.86,-2027.3,-149.36,9,6,23.19,1182.57,1.68,621.94
8.67,-236.04,-11.78,3595.05,Medium,Rest,5.79,-18.54,-225.2,-2244.48,-174.43,9,8,8.22,6350.64,0,44.07
11.27,-353.94,-4.99,2871.72,Very low,Rest,3.19,-19.72,-373.64,-1392.04,-187.58,21,10,27.42,18011.52,5.62,1251
5.06,-430.08,-9.99,3516.84,Medium,UK,2.28,-20.22,-165.52,-1239.7,-163.26,6,2,32.97,2824.2,0.22,1491.63
11.74,-410.31,-6.4,3496.02,High,Europe,4.6,-16.1,-173.78,-1449.1,-163.4,6,10,9.51,9040.2,0.86,1600.29
13.84,-302.31,-6.89,2711.76,Medium,UK,8.2,-23.74,-230.28,-1100.34,-160.3,9,14,22.65,1696.8,0,554.61
15.05,-366.24,-11.56,1945.2,Very high,UK,3.65,-17.96,-227.22,-1336.6,-102.31,12,12,14.55,7065.33,0.12,297.18
11.83,-396.18,-5.79,2230.98,Low,Europe,7.55,-42.5,-238.66,-1978.98,-51.25,3,10,11.01,1737.24,0.18,0
7.75,-348.51,-8.18,2967.45,High,USA,1.79,-15.86,-202.1,-1984.1,-108.51,6,8,15,10963.86,6.7,172.21
7.43,-311.94,-11.54,4035.21,High,Europe,4.3,-24.58,-162.74,-1428.94,-157.82,15,4,35.88,-619.77,0.32,2927.46
10.59,-240.03,-7.17,1169.52,Medium,Rest,1.32,-30.76,-269.88,-1987.28,-184.46,9,6,12.6,6649.41,0.54,0
6.78,-410.19,-8.52,2328.45,Very low,USA,1.87,-18.76,-208.74,-824.8,-156.78,3,14,66.48,4973.07,0.42,3591.35
11.48,-296.49,-8.03,1437.66,High,Europe,1.53,-13.94,-137.3,-1697.78,-155.75,9,2,11.91,6015.24,2.08,0
7.78,-287.07,-10.87,4643.58,Very high,Rest,5.19,-22.26,-250.28,-1886.08,-167.29,27,8,17.52,33940.83,0.9,2386.99
7.18,-393.45,2.39,1696.83,High,Rest,3.43,-25.88,-259.2,-1279.3,-135.31,12,12,9.78,2269.59,6.44,293.55
10.72,-294.09,-8.54,2951.37,Medium,USA,3.36,-19.96,-262.98,-1090.8,-181.72,3,8,4.92,47628.48,2.44,0
14.04,-230.88,-6.43,2666.31,Low,UK,1.99,-21.34,-235.88,-543.98,-156.07,6,4,14.04,12972.63,20.86,37.84
12.58,-201.48,-11.14,1039.8,High,UK,7.33,-18.9,-166.62,-1821.46,-192.87,9,4,9.63,19147.47,12.92,0
7.75,-478.41,-2.3,1208.31,High,Europe,8.54,-22.42,-192.96,-1598.16,-156.32,12,10,16.92,9144.48,3.6,2444.47
8.02,-298.62,-4.16,4947.12,Low,USA,2.47,-15.98,-214.14,-1111.76,-187.53,12,10,3.69,6434.22,3.78,616.53
7.6,-239.19,-5.17,3282.87,Very low,USA,3.44,-18.64,-276.62,-1603.98,-188.63,12,14,2.34,21481.29,5.08,0
7.45,-394.95,-5.92,3912.75,Very high,Rest,2.96,-7.6,-243.3,-840.26,-166.31,18,6,19.83,30057.09,0.12,2686.19
8.52,-143.1,-9.6,1679.46,High,UK,2.22,-21.76,-219.02,-1807.16,-141.89,12,10,15.21,686.37,0.22,0
9.99,-364.32,-6.55,1938.78,Very low,Europe,3.55,-11.9,-230.02,-1027.96,-155.02,9,10,15.72,4353.33,2.06,0
4.85,-260.4,-4.14,3291.84,High,Rest,5.23,-14.9,-130.8,-1135.98,-148.36,18,12,6,1377.36,0.2,668.66
12.48,-235.47,-8.1,2422.44,Very low,UK,5.94,-17.66,-162.74,-1243.06,-153.64,12,12,7.23,15529.47,0.06,0
10.38,-293.07,-11.43,2526.06,Low,USA,4.56,-5.6,-119.2,-1307.14,-174.61,6,10,16.14,15168.63,18.36,0
15.45,-324.54,-5.92,3624.21,Medium,Europe,7.39,-16.48,-250.28,-798.1,-151.36,9,8,13.86,-13237.59,2.96,2452.13
14.26,-324.15,-11,2624.76,High,Europe,2.85,-12.66,-154.44,-1576.26,-153.45,6,16,4.71,274.32,0.02,0
7.37,-373.26,-9.93,2675.04,Very high,USA,6.06,-24.54,-278.84,-820.1,-204.9,3,12,2.82,3011.46,112.84,781.94
15.7,-400.29,-7.09,3122.25,Low,Rest,2.26,-17,-50.14,-1504.78,-178.16,15,4,24.87,-966.57,3.7,1660.16
9.37,-173.13,-8.66,1345.68,Very low,Rest,2.75,-6.02,-199.94,-1198.38,-145.43,6,4,11.61,1907.64,7.16,0
12.45,-491.76,-4.52,2774.97,Low,USA,2.29,-22,-246.86,-2274.44,-159.21,12,4,8.49,-2359.5,14.96,1331.55
14.81,-359.01,-8.34,1769.91,Medium,UK,0.27,-20.36,-136.78,-1839.36,-158.64,12,8,10.35,-13950.15,2.04,0
8.12,-334.05,-7.02,3635.67,Very low,Rest,1.26,-14.52,-253.88,-1055.08,-185.7,9,12,4.08,27004.5,0,0
9.39,-370.95,-4.39,2391.15,Medium,Rest,9.96,-42.8,-260.58,-2073.44,-119.08,12,8,5.34,7525.23,54.44,967.33
9.04,-317.58,-5.81,2376.45,High,USA,1.59,-17.34,-74.28,-1690.96,-182.89,18,10,0.81,20031.81,3.74,0
13.42,-374.07,-6.36,2458.83,Very low,UK,0.48,-13.3,-289.08,-1216.18,-94.27,9,8,12.18,5817.15,0.02,0
12.01,-308.01,-7.9,2588.91,Very high,USA,5.54,-32.22,-259.32,-1733.42,-127.55,9,20,6,3623.64,0.28,0
10.7,-452.04,-10.52,1893.66,Medium,Rest,1.64,-16.48,-290.78,-659.36,-148.68,9,18,2.01,10985.4,18.8,0
12.84,-416.7,-3.37,3373.56,Very high,USA,2.98,-15.9,-95.84,-1537.32,-131.32,9,12,7.92,18308.82,0.12,1498.98
10.99,-347.37,0.59,3894.09,Very high,UK,5.29,-18.96,-242.14,-2064.7,-152.38,18,18,10.44,42274.89,0.02,421.37
9.77,-246.54,-3.48,3753.84,Very low,Rest,3.46,-17.44,-266.46,-324.6,-166.3,18,4,4.35,22759.98,0.42,886.17
14.15,-377.43,-3.91,1747.26,Medium,Europe,2.16,-11.94,-219.58,-1776.08,-142.79,9,4,19.23,3908.31,1.18,385.45
5.24,-333.09,-10.84,2586.9,Low,UK,1.3,-7.98,-178.6,-42.64,-111.26,15,2,1.83,2190.27,0.4,367.03
12.63,-313.71,-11.09,1979.31,Very high,USA,2.34,-20.08,-142.54,-1010.5,-132.76,6,10,3.93,9595.59,64.86,0
10.47,-543.45,-8.73,2090.67,High,USA,2.32,-16.24,-180.2,-377.14,-167.05,9,8,6.66,4504.23,0.08,3238.52
13.34,-375.12,-3.94,4940.46,High,UK,2.75,-21.22,-71.58,-890.38,-158.05,21,6,4.95,7004.37,0.04,1395.28
11.38,-427.11,-8.57,2785.53,Very high,Europe,0.53,-19.48,-299,-1044.32,-158.24,15,12,5.91,9217.56,0.12,971.15
9.15,-462.6,-4.21,2064.45,Low,USA,1.75,-25.08,-151.66,-2603.4,-122.29,6,8,12.96,1565.67,4.12,0
9.61,-332.94,-11.54,1842.81,Very low,Rest,0.69,-0.18,-207.18,-1756.54,-178.67,15,16,4.62,8438.79,4.22,0
8.08,-283.77,-9.07,2008.53,Low,USA,11.98,-21.48,-244.62,-921.34,-174.22,3,8,8.46,-16304.4,0.7,1070.68
11.97,-299.16,-6.29,1760.25,Very low,Rest,4.23,-17.16,-310.28,-1432.78,-133.95,6,12,27.93,9436.26,9.94,0
12,-359.22,-4.75,2757.12,High,UK,3.45,-19.14,-243.02,-668.92,-174.54,21,8,17.64,-37418.79,1.9,1088.68
12.2,-365.61,-8.33,2769.24,Medium,USA,2.28,-25.02,-307.06,-1139.66,-171.37,12,8,15.93,17795.88,0,1524.98
10.7,-230.79,-7.7,1503.72,Very high,UK,9.85,-21.96,-157.62,-1238.1,-150.5,12,6,15.27,12507.96,11.28,580.16
13.09,-293.52,-1.57,2330.49,Medium,USA,5.9,-18.64,-172.62,-1774.22,-139.65,18,10,13.98,-5205.66,2.48,709.43
10.87,-400.71,-8.44,4263.96,Low,UK,4.87,-1.34,-251.16,-3031.78,-213.35,9,10,18.36,-3648.24,300.78,343.14
12.6,-224.79,-10.79,1942.83,Very low,Rest,1.84,-22.36,-238.04,-1173.92,-179.81,6,10,37.86,12517.65,0.02,0
14.69,-381.48,-10.77,2728.89,Low,UK,3.94,-32.14,-224.98,-1125.28,-173.71,6,12,27.96,-2762.31,0.02,461.26
9.09,-425.01,-13.41,5050.35,Medium,Rest,3.87,-17.76,-234.82,-2871.62,-161.02,15,4,3.42,4271.58,45.52,1409.13
9.82,-351.87,-7.29,2446.95,Very low,USA,2.85,-26.76,-255.02,-1376.84,-206.22,15,8,6.69,30144.27,1.38,10.3
7.74,-344.7,-0.69,3487.38,Medium,UK,1.45,-36.52,-153.92,-1166,-147.4,18,18,7.8,7571.58,4.64,40.59
10.77,-242.01,-12.88,2332.47,Medium,Rest,4.37,-23.42,-284.18,-1413.14,-183.72,18,4,27.9,37338.75,6.44,1277.18
11.18,-443.52,-5.73,1424.1,High,Rest,5.86,-23.86,-136.2,-1787.8,-163.52,21,6,8.49,3587.01,151.66,1392.54
13.21,-353.13,-9.17,3423.03,Medium,Europe,11.75,-6.72,-261.04,-1061.22,-131.61,21,12,23.37,8384.64,29.22,2950.19
10.96,-277.5,0.22,3393.27,Medium,Europe,2.39,-20.56,-450.88,-107.78,-152.28,15,2,13.53,33991.2,0.04,2433.17
15.02,-410.01,-6.23,1862.76,Low,UK,12.87,-23.78,-213.3,-1324.6,-82.25,3,12,11.97,-7567.95,0.68,580.12
3.49,-209.22,-10.45,3814.05,Low,Rest,1.36,-17.54,-133.94,-1618.58,-190.23,9,10,1.14,-8744.43,226.74,0
8.89,-395.37,-3.13,1991.19,Low,UK,0.61,-20.34,-183.58,-1076.78,-149.31,0,14,20.37,1912.83,55.02,0
13.18,-334.5,-8.41,2196.9,Very high,Europe,7.17,-10.48,-258.96,-1263.12,-206.09,15,8,20.4,7613.52,77.18,2574.41
18,-399.81,-9.91,2916.75,Low,Rest,12.23,-20.42,-217.06,-1256.98,-174.56,6,10,19.53,-973.86,1.1,2069.94
12.33,-208.56,-8.07,1386.42,Very high,Europe,7.43,-14.16,-298.34,-1201.02,-222.02,21,8,2.64,7528.98,41.2,73.93
8.88,-212.88,-5.36,2255.49,High,USA,3.9,2.7,-133.36,-1882,-204.36,9,12,15.69,10192.02,4.12,0
6.26,-359.28,-7.72,2478.09,High,Rest,4.03,-37.34,-236.58,-1741.28,-121.41,9,10,9.12,47981.61,0.42,291.94
12.03,-153.12,-2.15,2014.68,Low,UK,1.12,-20.18,-165.66,-766.3,-154.47,6,4,9.21,-26338.83,2.32,0
12.48,-131.79,-10.88,125.88,Very low,Europe,10.71,-30.54,-211.64,-2713.58,-125.62,21,6,11.97,-9738.72,3.64,0
5.73,-345.96,-2.37,4037.85,Very high,UK,6.89,-18.5,-97.2,256.98,-159.39,6,6,23.85,11728.38,0.28,2184.98
7.62,-416.13,-9.11,3198.39,Medium,Europe,0.88,-20.86,-291.64,-764.74,-139.21,6,10,8.52,4094.16,0.44,417.16
9.6,-510.66,-13.06,3547.92,High,Europe,2.68,-14.12,-285.46,-616.42,-166.45,0,6,4.89,-5959.23,2.26,2352.22
8.82,-408,-8.47,3063.18,Very high,Europe,7.03,-22.16,-191.16,-1558.68,-107.65,15,4,10.62,3405.6,1.26,2834.49
10.09,-492.57,-7.47,3907.74,Medium,Europe,4.16,-35.38,-96.36,-1147.06,-128.81,15,10,16.62,-659.85,31.32,2830.23
10.81,-404.43,-4.89,3939.57,Very low,Rest,11.9,-24.9,-240,-1173.16,-168.51,15,14,11.76,6401.61,0.66,2102.07
14.31,-438.39,-8.98,3909.15,Low,USA,9.88,-9.9,-303.34,-1110.06,-149.58,3,8,18.81,7208.61,0.98,3739.21
8.58,-384.48,-7.85,1430.49,Very low,Rest,8.44,-5.26,-273.92,-680.14,-149.43,0,12,10.35,7758.81,10.32,80.82
9.48,-365.01,-6.1,4045.29,Very high,USA,2.28,-24.36,-128.76,-1211.14,-175.84,3,4,31.32,20999.67,9,3700.86
11.03,-294.87,-6.71,2852.46,Very low,Europe,1.58,-18.7,-179.64,-1370.26,-144.82,3,12,6.96,5791.65,0.56,0
9.18,-383.34,-9.19,2234.67,Low,Europe,3.97,-29.2,-222.14,-1709.5,-184.24,6,16,13.95,-3836.34,3.74,0
10.95,-317.91,-3.59,4447.95,High,UK,1.67,-26.28,-205.36,-1230.34,-145.23,18,10,5.46,7879.2,25.18,464.28
14.3,-386.85,-9.76,2338.71,Low,Rest,0.92,-17.4,-230.2,-935.54,-144.24,15,10,4.02,8628.66,0,45.65
13.33,-216.03,-6.22,2016.42,Very low,Europe,2.59,-17.56,-178.44,-583.3,-161.06,6,8,9.99,46478.22,6.54,0
13.42,-391.95,-10.92,2531.16,High,Rest,1.18,-20.44,-157.06,-327.32,-201.51,9,8,13.26,6943.05,3.02,1037.45
13.48,-174.48,-10.69,990.24,Very low,Rest,4.1,-23.26,-157.64,-97.5,-168.2,18,8,7.02,9754.44,7.74,0
9.2,-538.44,-6.24,999.99,High,USA,0.83,-36.78,-227.96,-1791.66,-166.21,15,10,10.5,13451.28,0.14,647.83
9.55,-349.23,-5.69,1396.71,Low,USA,5.47,-27.54,-260.34,-1939.04,-129.78,9,12,6.45,-2850.36,0,0
5.61,-464.1,-7.17,2727.69,Medium,Europe,4.81,-52.16,-115,-1781.78,-115.7,12,12,6.42,4793.97,0.86,939.24
8.34,-258.84,-6.39,2955.33,High,Rest,1.64,-23.08,-262.16,-513.66,-127.45,12,12,15.18,-2391.12,4.48,371.23
8.35,-280.92,-11.37,2340.78,Low,UK,2.84,-18.04,-234.1,-1234.54,-190.11,12,10,5.91,2844.03,0.32,0
6.24,-250.68,-5.53,2874.69,Very high,UK,1.33,-1.38,-218.18,-1649.18,-136.38,18,6,6.24,30143.07,43.52,110.45
15.54,-291.39,-6.76,3749.91,Very high,UK,1.48,-15.64,-156.2,-1065.42,-114.12,12,14,4.17,1619.58,0.62,75.34
10.51,-512.07,-4.8,3307.35,Low,Europe,2.84,-19.32,-271.88,-1888.88,-103.14,15,8,15.84,39695.28,4.26,2364.4
11.06,-361.26,-13.98,3389.79,Very low,USA,0.64,-17,-129.66,-1198.94,-151.9,9,12,16.02,-21422.85,1.34,4.3
9.56,-311.49,-3.18,1972.74,Very high,USA,3.74,-25.9,-125.88,-1759.3,-132.59,6,8,7.65,11470.65,60.62,0
12.1,-234.12,-9.82,2960.52,Very high,UK,1.94,-21.6,-241.44,-1330.84,-182,12,8,29.73,-13385.01,2.76,491.12
7.37,-323.07,-6.86,2803.8,Very high,UK,1.29,-19.84,-199.34,-2062.32,-141.11,6,4,17.64,2743.38,3.1,225.58
15.45,-377.31,-4.19,2288.46,High,UK,2.32,-14.28,-308.42,-1962.96,-151.55,0,4,7.14,-379.17,3.48,0
11.89,-408.78,-8.18,3195.06,Very high,Europe,1.87,-11.74,-290.12,-1730.16,-198.2,9,10,4.74,2672.85,106.14,323.49
5.64,-384.45,-5.67,1907.67,Very low,Europe,1.58,-16.72,-88.38,-1239.3,-158.91,9,8,6.06,4500.75,0.78,0
6.97,-351.21,-6.24,3936.06,High,USA,1.15,-18.6,-302.5,-871.72,-171.81,15,12,8.13,1297.8,4.86,1460.68
11.85,-329.01,-9.41,2981.19,Very high,Europe,6.9,-4.28,-191.12,-194.22,-170.12,6,10,10.38,9543.69,0.04,2369.37
9.67,-254.34,-10.85,1583.31,Very low,USA,3.01,-18.54,-311.54,-1700.6,-156.64,12,6,43.26,-1103.58,19.68,704.46
14.77,-386.97,-13.72,3840.33,Very high,UK,7.56,-13.52,-111.36,-1035.38,-201.05,12,8,1.83,-6412.32,0.02,1188.84
11.65,-312.48,-8.65,3312.15,Medium,Europe,5.7,-28.88,-174.72,-1126.5,-144.16,18,6,27.36,-10645.5,0.16,2814.04
10.18,-167.13,-4.1,1334.82,Very high,UK,3.26,-7.44,-196.12,-1751.66,-142.61,0,6,4.05,17043.42,131.48,0
13.16,-212.55,-7.79,4146.93,Low,Rest,5.63,-23.92,-171.12,-1116.58,-114.81,6,14,29.1,-13017.57,106.74,683.84
8.62,-468.84,-8.56,3246.84,Medium,Rest,1.59,-19.54,-193.94,-2017.3,-124.24,18,10,32.04,16077.39,1.16,1930.62
11.72,-309.66,-4.69,1115.34,Medium,UK,1.56,-20.3,-258.46,-406.2,-186.36,9,4,22.26,12293.49,14.66,242.7
8.23,-338.1,-5.08,3852.3,Very high,UK,0.53,-8.74,-226.74,-853.2,-147.55,12,4,10.02,13175.28,18.2,734.56
12.81,-330.57,-11.58,2112.12,High,Europe,7.92,-19.36,-206.6,-1980.84,-220.8,12,4,13.14,9234.66,0.04,1920.49
10.82,-507.21,-6.22,2419.02,Very high,Rest,5.75,-19.98,-274.88,-263.46,-185.68,9,6,16.71,27016.08,3,2814.64
11.92,-200.4,-8.78,3029.58,Medium,USA,1.08,-15.02,-164.38,-1130.16,-66.19,15,6,15.57,-18943.95,4.96,100.51
7,-466.62,-8.28,2372.37,High,UK,6.17,-18.74,-268.76,-2342.42,-183.93,15,10,13.53,20334.33,0.02,718.86
8.68,-316.35,-8.36,3036.72,Low,UK,2.42,-14.78,-324.64,-1653.48,-56.33,6,4,1.68,18402.06,13.56,0
8.29,-370.56,-12.7,2907.3,Very low,Europe,3.02,-17.88,-232.54,-1198.2,-157.35,6,10,7.53,25260.63,0.08,0
11.18,-439.02,-10.17,3479.01,Very high,USA,0.85,-33.22,-248.64,-1969.08,-137.19,15,14,25.98,-18795.09,0.04,2992.94
10.6,-336.36,-0.91,2543.85,Low,USA,5.29,-22.74,-168.5,-625.34,-163.27,9,6,13.23,-7499.37,15.72,1828.64
6.87,-365.31,-6.55,3834,Low,USA,3.94,-12.44,-272.52,-1537.36,-151.87,6,2,5.76,6391.08,0.64,1563.3
13,-303.24,-6.31,3944.79,Low,Rest,4.02,-19.28,-57.84,-1985.08,-207.81,9,8,14.61,8312.58,55.06,444.22
11.61,-316.11,-7.23,2640.87,High,USA,3.89,-18.5,-292.18,-1552.42,-181.68,9,2,3.54,4183.53,18.78,612.76
8.38,-307.35,-3.66,1696.92,Very high,Europe,2.38,-16.44,-171.16,-1854.26,-191.34,12,2,14.19,30697.38,5.12,419.79
6.74,-403.77,-9.21,934.5,Very high,Rest,2.07,-3.22,-220.48,-1234.7,-180.83,12,10,3.78,3904.53,0.1,0
12.21,-413.61,-7.05,2086.44,High,UK,2.97,-8.86,-156.58,-1185.46,-164.91,18,12,35.91,4192.59,2.98,1134.26
8.09,-234.99,-12.03,2286.24,Medium,Rest,0.94,-16.84,-235.08,-1249.38,-172.65,12,4,2.16,10433.16,2.12,0
12.4,-241.02,-6.04,2002.65,Medium,Rest,13.2,-24.48,-175.1,-2768.66,-108.95,9,10,8.31,5724.54,16,99.84
10.33,-315.78,-13.31,3219.93,Low,Rest,5.33,-27.12,-224.02,-1901.92,-176.77,6,12,10.89,-13784.61,4.56,0
9.6,-365.82,-8.07,3235.62,Low,USA,2.43,-25.66,-244.86,-1249.78,-141.3,9,4,3.45,-32739.57,2.96,487.88
7.81,-363.21,-6.15,2380.11,Medium,Europe,4.11,-8.38,-142.84,-1550.26,-170.57,6,6,5.79,7882.53,0.02,0
13.4,-453.3,-12.83,3646.05,Very low,USA,4.16,-26.56,-254.1,-2335.02,-232.99,12,4,23.91,11152.53,4.94,3377.01
15.3,-364.47,-3.83,2931.57,Very high,Europe,2.64,-9.9,-180.74,-2019.7,-158.28,12,4,8.22,21981.33,1.46,1248.44
14.56,-275.25,-11.42,2814.99,Low,Rest,3.37,-7.92,-198.1,-1687.16,-232.31,12,10,33.03,-4332.93,0.7,692.75
6.94,-367.05,-8.99,2098.05,Very low,UK,10.06,3.96,-114.74,-1062.4,-159.16,12,8,0.9,3789.21,8.5,359.73
10.11,-301.83,-3.66,2470.86,High,Rest,0.48,-18.68,-132.06,-1777.56,-153.53,9,2,20.82,12045.39,0.06,549.05
9.32,-320.52,-10.79,3493.14,High,Rest,1.71,-18.32,-159.3,-1184.86,-118.46,9,8,4.92,4807.17,1.94,353.38
14.41,-372.36,-6.8,2479.44,Low,USA,0.99,-25.22,-175.02,-2155.16,-156.92,9,8,11.22,26107.8,2.92,0
10.43,-224.61,-1.99,3009,Very low,USA,1.5,-28.8,-238.38,-2452.34,-133.09,21,6,7.5,26160.93,0.3,0
5.51,-392.7,-8.34,2438.43,Very low,Europe,3.17,-20.72,-184.12,-1784.74,-178.48,15,4,12.03,2491.83,0,794.17
13.33,-407.97,-3.05,2857.14,Medium,USA,3.54,-23.88,-249.28,-1256.06,-158.86,15,0,20.67,3779.19,218.28,3691.87
9.33,-279.84,-8.58,2463.51,Low,Rest,4.53,-27.16,-198.68,-1233.22,-56.14,18,8,13.59,38724.84,1.24,560.18
9.51,-366.09,-4.98,2303.19,Very low,USA,4.83,-10.66,-222.26,-645.42,-175.23,12,6,9.72,6533.76,2.42,1290.43
8.77,-281.34,-10.31,2675.97,Very high,USA,1.29,-18.52,-283.24,-730.4,-151.44,18,12,5.34,4874.64,6.76,221.25
9.08,-175.77,-7.63,4981.44,High,Rest,5.12,-21.28,-129.58,-2235.24,-175.31,12,10,23.43,985.35,0.28,959.7
10.12,-335.82,-5.76,3129.93,Low,Europe,2.89,-24.92,-199.76,-1373.1,-167.73,12,4,6.36,7181.64,6.84,413.09
9.83,-295.05,0.53,1902.3,Very low,USA,1.42,-18.54,-281.46,-1526.38,-161.63,15,2,10.77,4134.15,0.28,0
11.32,-190.26,-6.8,3393.12,Very low,Europe,8.45,-27.6,-359.6,-1745.82,-184.98,9,4,2.04,-16098,0.12,0
