F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Class
37.7,21.15,9.94,0.68,4.95,182.58,0.62,325,2.96,424.56,6.54,16.05,10,9.48,9.79,False
7.7,0.18,1.28,9.26,17.58,92.58,-0.48,2,11.78,92.56,-2.22,0.66,0,2.09,,True
57.7,39.9,5.56,5.5,11.61,152.58,-1.47,265,6.86,494.56,1.96,17.4,10,6.63,9.9,False
11.7,4.23,-1.74,10.58,20.43,71.58,-0.63,26,7.35,102.56,-4.9,1.74,1,2.04,,True
17.7,18,10.18,0.66,1.35,122.58,1.06,175,3.6,334.56,8.1,17.25,10,11.28,10.87,True
17.7,15.3,10.6,0.1,9,-117.42,-0.23,130,1.72,54.56,6.28,27.75,10,9.63,12.56,True
7.7,2.43,0.48,11.62,17.85,116.58,-0.2,7,8.91,78.56,-2.5,2.79,1,1.72,12.49,True
37.7,21.15,9.22,1.78,7.26,167.58,-0.21,370,3.41,374.56,6.48,29.55,10,7.23,,False
11.7,2.16,-1.06,12.22,17.7,92.58,0.94,36,7.5,142.56,-6.9,2.25,1,2.02,11.65,True
11.7,5.52,0.22,9.94,16.59,155.58,0.07,23,7.51,130.56,-2.36,2.4,1,1.92,12.31,True
15.7,0.69,1.32,11.5,19.17,170.58,-0.67,32,7.52,88.56,-7.34,2.82,1,1.57,,False
17.7,17.7,4.8,1,9.06,77.58,-0.52,150,3.37,294.56,1.32,23.4,10,6.78,10.87,False
37.7,27.6,6.8,4.12,4.08,-72.42,-0.85,10,4.08,264.56,6.74,21.3,10,7.83,11.05,True
11.7,4.47,0.84,8.44,17.49,98.58,-0.36,65,8.46,116.56,-2.5,2.79,1,2.01,12.07,True
11.7,4.41,1.42,9.58,16.47,131.58,-0.59,2,7.93,78.56,-8.86,0.72,1,2.22,12.06,True
7.7,5.73,0.88,12.84,26.16,119.58,-0.48,11,9.93,96.56,-7.06,1.95,1,2.04,12.77,True
11.7,2.79,-0.08,12.72,16.92,140.58,-0.41,15,7.47,84.56,-2.76,0.54,1,1.84,10.31,False
11.7,3.84,0.86,9.84,17.19,125.58,0.36,6,8.21,122.56,-10.98,2.04,1,1.82,,False
37.7,36.3,8.08,5.78,6.87,257.58,-1.66,290,3.94,134.56,-2.8,23.85,10,5.93,,False
57.7,46.05,7.32,2.78,14.97,377.58,-1.32,365,4.86,374.56,3.98,16.05,10,7.03,10.1,False
7.7,3.72,-2.96,11.16,21.36,104.58,-0.18,30,8,106.56,-2.84,1.74,1,2.27,12.23,True
11.7,5.13,0.62,8.86,19.32,89.58,0.59,8,8.55,114.56,-2.1,1.62,1,2.08,11.82,True
37.7,27.3,7.74,5.56,7.41,-132.42,0.72,175,4.82,174.56,2.78,15.75,10,6.43,9.47,False
11.7,5.64,-0.62,8.62,16.56,107.58,0.21,19,8.19,108.56,-2,2.25,1,1.92,11.1,True
11.7,3.84,-1.84,9.4,21.81,80.58,-0.62,3,7.68,84.56,-4.3,0.03,1,2.01,,False
15.7,1.35,-1.42,10.64,25.68,164.58,0.57,27,8.83,104.56,-4.9,0.12,1,1.93,10.55,False
37.7,18.75,4.2,1.44,11.85,62.58,-0.06,360,5.57,524.56,4.48,16.35,10,8.93,,False
17.7,42.3,6.44,4.54,8.7,-42.42,-0.26,265,4.11,234.56,2.4,16.05,10,7.68,,False
11.7,4.44,0.98,10.28,19.23,95.58,-0.54,6,8.99,102.56,-5.56,1.71,1,1.4,9.68,False
15.7,4.44,0.9,9.14,19.29,140.58,1.58,36,8.03,146.56,-4.86,1.38,1,1.96,,False
17.7,19.8,11.44,-0.38,1.53,47.58,-0.26,200,2.29,314.56,8.2,21.45,10,10.48,,True
11.7,4.8,-2.04,9.66,20.22,167.58,-1,12,8.62,150.56,-6.7,0.99,1,1.85,,False
17.7,18.3,10.1,7.26,8.79,-117.42,0.06,60,4.98,194.56,3.4,25.05,10,7.03,10.83,False
17.7,29.1,9.5,1.08,5.76,-117.42,1.04,130,3.81,504.56,-0.68,17.1,10,9.13,,False
11.7,5.52,-5.78,9,19.89,77.58,-0.69,5,8.05,80.56,-2.36,1.77,1,1.9,,True
11.7,3.78,0.42,8.62,20.07,65.58,-0.56,12,7.4,62.56,-2.26,1.77,1,2.11,11.65,True
11.7,4.11,-2.58,9.38,17.49,170.58,-0.84,16,7.88,146.56,-3.76,2.85,1,1.77,11.64,True
7.7,1.68,1.48,10.08,19.65,116.58,-0.11,3,8.86,80.56,-4.48,1.56,1,2.01,11.73,True
37.7,17.55,9.86,3.96,3.75,92.58,-1.6,85,3.22,194.56,5.76,23.85,10,6.68,10.23,False
57.7,16.95,10.5,1.64,4.59,347.58,-1.68,285,3.76,174.56,6.28,27.6,10,6.33,,True
37.7,27.45,10.64,0.04,4.32,77.58,-0.79,65,3.01,174.56,3.7,25.95,10,6.88,11.95,True
37.7,35.25,7.34,3.56,4.2,197.58,-2.16,215,3.19,344.56,6.02,16.5,10,9.28,,True
37.7,41.85,5.72,13.5,16.14,32.58,-0.71,40,8.88,484.56,-0.2,17.7,10,6.33,,False
11.7,4.71,-1.86,11,21.69,164.58,-0.64,31,7.59,72.56,-3.72,1.29,1,1.41,9.83,False
11.7,3.96,-0,11.6,16.56,74.58,0.99,35,7.42,62.56,-4.38,2.7,1,1.7,10.88,True
37.7,18.3,7.52,8.52,3.39,152.58,-1.42,130,4.37,504.56,5.08,25.65,10,8.38,,True
11.7,2.55,-5.1,9.68,20.49,77.58,-0.58,10,8.31,92.56,-5.82,0.84,1,1.88,10.65,False
11.7,1.77,-0.62,12.06,16.38,170.58,-0.34,33,7.55,80.56,-3.98,0.45,1,2.15,,False
17.7,18.75,7.76,-0.18,2.4,-147.42,0.07,210,5.16,344.56,7.64,21.15,10,9.48,,False
37.7,21.75,10.98,1.06,5.19,107.58,-1.1,130,3.86,464.56,6.6,22.2,10,9.13,11.78,True
15.7,0.93,0.92,10.12,17.31,158.58,-0.94,7,7.72,142.56,-2.96,0.24,1,1.96,,False
11.7,2.58,-3.48,12.14,16.95,107.58,2.01,2,11.38,104.56,-5.18,1.44,1,2.14,11.72,True
15.7,4.8,0.04,15.7,17.49,170.58,0.67,9,8.12,78.56,-9.46,0.48,1,1.35,11.85,True
7.7,4.92,1.58,8.74,21.48,101.58,-0.21,20,7.83,74.56,-1.84,0.66,1,2.27,,True
11.7,3.21,-1.68,10.64,23.22,140.58,0.07,54,9.32,150.56,-8.22,1.95,1,2.02,10.04,False
13.7,5.73,1.12,9.96,18,122.58,3.89,30,7.79,152.56,-3.98,2.85,1,1.78,11.13,False
11.7,5.58,-1.64,10.28,18.21,110.58,1.16,49,9.03,90.56,-2.68,1.77,0,1.45,11.23,False
57.7,18.15,8.04,2.12,6.57,287.58,0.87,10,7.36,424.56,3.52,21.75,10,6.88,9.53,False
57.7,34.8,6.84,1.98,14.91,227.58,-1.86,220,4.27,224.56,4.06,21.9,10,6.08,,False
37.7,25.65,5.66,4.56,12.48,-132.42,0.15,270,5.39,544.56,2.16,19.5,10,6.38,,False
11.7,1.86,0.44,9.94,22.65,92.58,-0.44,18,7.71,138.56,-9.82,2.7,1,1.83,11.32,False
37.7,18,7.3,2.46,12.66,377.58,-1.95,195,4.11,474.56,2.08,23.7,10,6.58,,False
7.7,5.13,-4.28,14.76,16.65,83.58,-0.05,11,7.89,98.56,-2,1.47,1,2.25,11.42,True
9.7,4.86,-0.48,14.2,19.41,176.58,-1.16,0,8.18,108.56,-2.4,1.26,1,1.63,,True
7.7,6.15,-2.26,8.74,16.62,77.58,-0.61,23,7.51,74.56,-2.88,3.24,1,2.24,11.04,True
47.7,44.25,7.84,2.22,7.65,137.58,-1.84,315,3.68,474.56,3.96,21.45,10,7.48,,False
11.7,4.53,-2,8.86,21.72,146.58,-0.52,8,7.85,120.56,-4.18,2.64,1,1.74,11.18,True
17.7,15.6,10,0.9,4.08,-147.42,0.61,120,3.21,144.56,4.88,21,10,6.93,9.04,False
7.7,2.37,-4.52,12.72,22.59,95.58,-0.46,17,15.01,130.56,-7.48,2.46,1,1.92,,True
11.7,3.51,-5.44,10.38,24.3,71.58,0.14,30,8.74,70.56,-2.76,1.71,1,1.83,,True
17.7,37.35,4.98,0.7,7.2,47.58,-2.13,50,3.47,244.56,-1.52,24.3,10,6.73,8.9,False
27.7,15.6,4.86,10.3,16.47,92.58,-1.4,5,5.64,474.56,4.5,16.2,10,7.93,,False
11.7,2.91,-0.6,9.18,17.25,158.58,0.88,9,8.18,148.56,-2.88,1.92,1,1.88,,False
15.7,4.05,1.32,11.84,19.95,164.58,-0.06,75,8.78,112.56,-2.76,1.29,1,1.89,10.44,False
7.7,3.48,0.32,9.62,19.74,107.58,-0.14,7,7.69,102.56,-4.2,0.9,1,2.18,,False
7.7,5.34,0.2,8.64,22.71,68.58,-0.22,40,7.82,130.56,-6.36,2.85,1,2,12.71,True
17.7,19.8,8.44,0,4.08,122.58,1.73,355,3.96,314.56,1,26.55,10,6.78,11.29,False
57.7,19.35,5.88,4.74,11.94,257.58,-1.46,95,4.89,404.56,1.76,15.75,10,6.78,9.65,False
37.7,27,7.64,4.24,21,152.58,-0.27,360,3.41,134.56,5.42,26.1,10,6.63,,False
37.7,19.95,11.1,-0.86,1.95,77.58,1.8,355,4.02,354.56,5.86,22.05,10,8.98,,False
37.7,15.9,7.12,1.96,6.45,-162.42,1.08,45,4.2,484.56,4.14,22.65,10,6.78,,False
15.7,5.76,-0.34,8.98,19.71,131.58,-0.31,53,7.55,164.56,-2.98,1.5,1,1.89,,False
17.7,25.2,9.36,1.02,7.14,122.58,-1.93,10,4.03,364.56,-0.4,25.35,10,6.83,,False
37.7,17.25,10.66,-0.5,3,122.58,-0.63,100,3.29,334.56,7.3,28.35,10,7.68,,True
17.7,38.7,8.78,3.98,5.61,-102.42,-0.74,85,3.82,194.56,6.62,24,10,7.23,12.77,True
37.7,30.9,5,3.24,3.09,-132.42,-0.78,155,5.29,464.56,6.14,20.7,10,9.68,,True
15.7,0.69,-2.72,13.72,16.2,173.58,-0.35,25,12.5,90.56,-11.1,1.26,1,2.31,,True
57.7,27.9,9.8,0.56,8.4,437.58,-2.16,200,3.93,274.56,5.8,24.75,10,6.98,,False
37.7,22.35,4.88,3.14,17.52,332.58,-2.05,165,6.59,444.56,2.34,21.3,10,6.13,9.26,False
11.7,2.55,-7.08,13.7,29.79,134.58,1.17,16,7.73,76.56,-6,0.99,1,1.85,,False
17.7,17.85,11.04,-0.78,1.86,-57.42,1.31,270,4.59,124.56,5.86,30.9,10,6.43,10.03,False
37.7,34.5,7.52,6.18,7.77,107.58,0.73,10,4.47,484.56,-1.96,17.1,10,7.53,9.38,False
37.7,39.9,10.62,1.38,4.53,2.58,-0.33,360,3.37,74.56,5.88,25.05,10,6.43,,False
37.7,16.05,8.7,1.06,6.03,272.58,0.52,145,4.38,224.56,3.1,17.25,10,7.43,,False
15.7,4.23,0.46,9.42,16.74,167.58,-0.16,5,8.24,94.56,-4.1,2.58,1,1.95,11.43,True
15.7,3.72,-0.78,9.98,17.37,155.58,-0.54,22,7.88,134.56,-6.38,1.98,1,1.7,10.94,False
17.7,24.9,7.3,2.76,9.75,122.58,-0.83,110,4.54,54.56,5.08,15.15,10,6.83,9.08,False
11.7,0.66,0.94,8.62,20.55,74.58,0.42,5,8.28,106.56,-2.34,2.37,1,1.88,,True
17.7,25.65,9.32,-1.52,1.11,-57.42,0.93,265,2.84,164.56,4.1,26.85,10,7.98,10.14,False
17.7,20.55,4.7,-0.98,3.15,-12.42,-0.2,85,2.36,134.56,5.56,25.2,10,8.13,,True
17.7,25.5,8.3,0.18,8.43,-42.42,-1.27,65,3.61,234.56,6.24,20.25,10,8.38,,True
17.7,20.25,10.1,-1.16,6.93,17.58,-0.03,80,3.09,174.56,6.24,21.9,10,8.43,,True
11.7,1.65,-0.46,8.84,16.23,131.58,0.23,55,8.03,76.56,-1.8,1.53,1,2.24,,True
17.7,29.85,9.6,8.34,4.95,-102.42,-1.66,30,3.1,184.56,6.18,20.25,10,7.23,10.1,False
17.7,29.85,10.58,0.12,4.11,92.58,-0.3,265,2.67,424.56,4.52,28.2,10,8.53,11.1,True
15.7,1.56,-0.94,8.96,18.48,164.58,-0.69,12,7.89,80.56,-3.86,2.1,1,2.2,12.42,True
15.7,0.87,-1.2,9.7,17.04,176.58,2.25,26,9.89,98.56,-3.22,2.73,1,2.08,12.67,True
15.7,1.2,-0.22,8.78,20.22,149.58,-0.08,18,7.71,100.56,-7.42,0.54,1,2.19,10.29,False
17.7,34.65,-0.54,-0.98,5.43,62.58,-0.42,290,3.23,414.56,7.62,23.7,10,9.58,,True
17.7,27.45,11.68,0.94,6.27,62.58,-0.46,230,3.24,304.56,8.02,23.25,10,10.13,11.78,True
37.7,31.05,6.76,2.46,11.58,77.58,-1.6,35,4.36,234.56,3.64,15.9,10,6.58,9.42,False
11.7,5.73,0.84,13.74,17.91,107.58,-0.83,2,8.31,66.56,-3.44,1.2,1,1.61,,False
57.7,25.95,11.18,-1.54,2.13,392.58,-1.86,370,2.7,144.56,6.3,19.95,10,9.23,,True
15.7,4.77,0.54,17.12,19.5,164.58,0.18,49,8.16,92.56,-2.94,0.48,1,1.91,,False
15.7,4.29,-6.52,11.16,21.42,170.58,0.12,8,7.86,132.56,-3.52,1.77,1,1.3,10.91,True
37.7,41.85,2.38,2.4,6.81,17.58,-1.79,185,6.47,414.56,4.4,21.75,10,6.43,,False
11.7,4.8,-7.12,12.46,22.11,140.58,0.64,15,8.32,124.56,-3.62,0.96,1,2.26,,True
37.7,41.1,9.1,3.04,4.83,17.58,-1,295,3.69,244.56,5.84,24.3,10,6.63,9.51,False
57.7,44.55,6.88,8.64,9.36,377.58,-1.47,205,6.39,284.56,-1.26,17.7,10,6.08,,False
15.7,6.21,1.1,9,18.27,152.58,-0.36,8,10.27,86.56,-7.86,2.58,1,1.9,,True
11.7,4.62,-1.86,14.18,17.49,71.58,0.44,8,8.21,98.56,-2.96,0.63,1,1.78,,False
7.7,4.8,-3.16,9.02,16.92,107.58,-0.64,1,7.88,104.56,-1.98,2.58,1,1.97,12.16,True
37.7,28.8,6.76,0.5,5.43,-87.42,1.37,50,3.33,504.56,1.5,25.8,10,7.38,9.82,False
15.7,4.17,-0.98,9.18,19.95,134.58,0.68,39,8.93,142.56,-11.1,0.15,1,1.97,,False
11.7,3.84,1.46,9.4,16.53,143.58,-0.21,17,7.63,134.56,-7.76,2.1,1,2,10.58,False
11.7,0.75,1.26,11.06,17.19,65.58,1.89,35,8.8,118.56,-3.28,2.94,1,2.23,12.08,True
37.7,20.4,10.8,-2.12,4.95,167.58,-1.7,170,3.97,94.56,5.96,18,10,10.53,12.29,True
11.7,4.56,-2.04,12.04,18.96,98.58,-0.6,15,7.64,150.56,-3.52,2.34,1,2.19,,True
15.7,3.03,1.36,8.62,19.86,179.58,-0.42,49,9.07,126.56,-4.22,1.89,1,2.06,10.54,False
11.7,2.22,-0.62,8.88,17.7,137.58,3.61,11,7.47,72.56,-4.98,2.97,1,1.39,10.85,False
27.7,38.4,8.58,2.74,7.59,137.58,-1.83,185,3.66,504.56,5.92,21.15,10,8.03,,False
11.7,5.52,-2.92,11.52,19.14,161.58,-1.05,20,8.26,108.56,-2.02,0.75,1,2.32,,True
11.7,2.85,1.12,11.72,19.8,161.58,-0.8,6,9.69,104.56,-5.94,2.19,1,1.7,,False
15.7,4.47,1.3,9.6,21.48,128.58,-0.9,15,10.03,148.56,-2.64,0.69,1,2.13,12.19,True
37.7,20.1,8.7,3.36,5.49,-72.42,0.2,270,3.61,184.56,-0.42,20.55,10,7.18,10.96,False
37.7,28.35,9.22,1.92,0.66,17.58,-0.16,275,4.41,354.56,6.92,27.6,10,9.43,11.71,True
11.7,6.48,1.04,12.06,20.22,146.58,-0.74,35,8.73,136.56,-3.2,2.76,1,1.56,,False
17.7,24.9,10.58,1.24,4.5,-57.42,0.37,205,3.87,354.56,7.88,30,10,8.68,11.28,True
15.7,0.27,0.42,11.6,17.25,155.58,-0.21,33,7.93,136.56,-7.3,2.82,1,2.18,,True
57.7,23.25,5.7,4.2,5.88,212.58,0.67,80,3.17,264.56,1.88,24.6,10,7.08,,False
11.7,5.04,0.9,9.42,20.94,92.58,1.88,4,8.38,80.56,-2.86,1.2,1,1.41,,False
37.7,23.25,9.76,-0.14,4.17,257.58,-1.52,260,3.84,74.56,5.08,27.45,10,5.93,,True
37.7,19.95,8.1,2.38,7.95,197.58,-2.25,20,3.77,304.56,6.1,24,10,6.78,10.38,False
17.7,26.55,10.38,0.06,5.37,-42.42,0.75,165,3.08,344.56,6.84,18.75,10,8.88,,False
11.7,4.11,0.46,9.28,19.68,86.58,-0.14,65,9.31,134.56,-7.32,2.01,1,2,,True
11.7,1.23,-2.2,9.12,16.92,167.58,-0.3,21,8.07,82.56,-6.36,2.46,1,1.89,,True
11.7,5.25,-9.28,10.32,17.28,158.58,1.09,13,8.41,76.56,-9.2,2.64,1,1.9,,True
15.7,5.28,0.28,9.24,17.49,167.58,0.86,70,9.13,76.56,-2.5,0.06,1,1.91,,False
37.7,32.4,6.46,4.28,8.16,182.58,-1.48,280,3.84,254.56,5.7,21.75,10,6.83,10.4,False
11.7,5.1,0.28,8.94,16.77,110.58,0.53,25,8.52,140.56,-5,3.18,1,1.68,,False
11.7,3.15,0.52,10.72,20.16,143.58,0.89,2,9.21,76.56,-5.24,1.35,1,1.45,,False
57.7,20.1,8.18,1.16,5.34,452.58,-1.35,205,9.1,164.56,1.82,19.05,10,6.48,10.13,False
57.7,19.2,12.02,-1.3,2.04,392.58,-0.35,365,5.21,394.56,7.68,24.15,10,10.18,,True
11.7,3.69,1.28,9.02,20.64,134.58,-0.53,9,7.9,80.56,-3.58,1.47,1,1.84,,False
37.7,28.2,10.2,1.38,4.2,302.58,-0.59,80,3.28,104.56,5.94,16.8,10,8.03,,False
37.7,31.05,7.68,3.74,8.64,242.58,-2.21,185,2.99,64.56,6.38,20.4,10,6.98,,True
17.7,19.05,10.18,0.64,6.54,-117.42,0.29,370,5.76,54.56,6,29.4,10,6.78,,False
7.7,4.44,0.52,9.64,17.04,116.58,0.05,14,12.12,78.56,-3.48,1.98,1,1.99,11.27,True
37.7,22.2,8.4,3.36,7.29,92.58,-0.56,275,4.41,484.56,2.24,16.35,10,8.48,9.35,False
57.7,44.55,2.5,0.98,11.58,317.58,-0.16,235,4.02,334.56,0.56,19.2,10,7.63,11,False
57.7,18.75,9.46,-1.8,9.12,302.58,-1.42,350,4.6,314.56,8.46,31.05,10,8.38,10.82,True
37.7,27.9,10.88,9.66,5.16,167.58,-0.89,320,4,184.56,6.64,25.05,10,7.28,,False
17.7,21.45,10.36,3,3.21,-72.42,-0.25,35,4.76,384.56,2.22,28.5,10,7.13,11.01,False
57.7,18.45,9.6,7.84,9.93,152.58,-0.35,35,7.42,184.56,0.12,23.1,10,6.48,9.7,False
37.7,34.8,9.7,1.88,7.29,-57.42,-1.61,175,2.85,334.56,5.58,23.7,10,7.73,,True
15.7,3.12,-0.78,10.2,17.07,137.58,0.01,6,8.39,78.56,-3.52,1.05,1,2.14,10.26,True
11.7,1.47,0.7,10.78,17.91,161.58,-0.44,42,7.61,138.56,-5.74,2.01,1,2.18,12.07,True
37.7,23.1,10.4,0.08,7.92,17.58,-0.25,195,2.42,124.56,2.4,25.5,10,7.48,,True
15.7,4.17,-2.02,22.18,27.66,155.58,0,2,9.73,64.56,-5,0.48,1,2.08,,True
11.7,4.77,-1.22,9.72,21.78,173.58,0.76,9,8,124.56,-5.78,2.82,1,1.59,12.07,True
15.7,4.35,1,10.2,20.04,149.58,-0.92,4,15.41,60.56,-2.26,1.53,1,1.5,,True
11.7,4.17,-4.9,10.8,20.34,167.58,-0.21,3,7.18,76.56,-7.22,1.59,1,2.24,12.23,True
11.7,4.59,-0,9.28,16.35,173.58,-0.49,17,8.25,84.56,-2.52,2.73,1,2.11,,True
17.7,42.9,2.94,8.6,16.05,-132.42,1.8,295,4.34,174.56,3.8,15.6,10,6.38,,False
37.7,19.65,8.52,3.02,6.93,32.58,0.06,15,3.81,484.56,0.78,21.3,10,7.48,9.68,False
57.7,17.7,6.88,13.14,4.53,332.58,-0.69,295,3.69,174.56,6.02,27.9,10,6.73,11.46,True
27.7,18.3,10.94,-0.24,2.49,302.58,-2.19,5,3.42,374.56,1.08,23.85,10,8.48,11.56,True
11.7,3.36,-3.46,10.22,16.95,152.58,0.03,5,7.75,80.56,-2.16,2.13,1,2.04,,True
15.7,1.86,-0.78,13.82,17.97,170.58,-0.02,20,8.04,80.56,-7.72,0.42,1,2.31,11.31,True
37.7,17.85,4.58,1.9,4.29,242.58,-1.69,55,3.44,164.56,6.74,22.05,10,7.73,12.33,True
57.7,15.15,7.92,2.42,11.37,182.58,-1.34,270,6.73,244.56,-4.9,18.45,10,6.43,,False
11.7,3.33,-4.84,8.84,25.23,98.58,1.59,49,8.36,132.56,-4.8,2.76,1,2.24,,True
57.7,19.05,6.34,4.38,12.78,257.58,-0.1,390,3.36,234.56,3.38,16.95,10,8.43,9.16,False
57.7,33.45,5.68,4.64,8.67,152.58,-2.24,200,8.11,354.56,0.24,19.95,10,6.13,,False
11.7,1.92,-1.08,9.8,20.28,158.58,0.05,9,14.32,90.56,-4.84,2.37,1,1.34,,False
57.7,19.2,2.5,4.18,7.77,362.58,0.38,330,3.8,384.56,3.88,25.5,10,6.28,9.32,False
37.7,18.75,4.7,0.02,3.6,62.58,1.5,295,4.13,184.56,2,16.05,10,8.13,,False
57.7,29.25,8.08,4.92,13.17,377.58,-0.28,10,3.99,334.56,3.06,16.65,10,7.23,,False
17.7,31.35,6.16,1.1,7.32,-162.42,1.6,120,4.2,214.56,-4.8,18.75,10,6.88,,False
27.7,21.45,10.2,-1.24,1.98,137.58,1.16,380,4.48,144.56,3.94,29.55,10,6.88,10.17,False
17.7,22.5,11.7,0.92,1.56,-132.42,0.03,350,3.47,514.56,8.16,23.55,10,10.28,9.31,False
7.7,4.62,1.62,13.08,16.5,83.58,0.82,59,8.64,72.56,-10.88,1.59,1,2.01,,True
37.7,16.95,7.68,1.08,7.14,-12.42,-0.72,145,4.25,174.56,0.8,16.8,10,7.13,,False
17.7,16.2,11.9,-1.86,1.41,-132.42,0.38,125,2.22,294.56,8.56,19.2,10,11.18,11.36,True
17.7,20.7,10.08,2.58,3.06,-102.42,0.15,215,2.3,144.56,5.32,24,10,8.93,10.89,False
15.7,0.48,-0.48,15.62,25.23,155.58,0.74,72,12.05,118.56,-2.18,2.19,1,2.14,,True
17.7,30,9.88,0.36,11.04,-102.42,0.39,295,2.98,334.56,4.42,15.9,10,8.93,,False
17.7,16.95,10.14,-0.26,1.11,-72.42,0.16,295,3.25,464.56,8.3,25.2,10,11.23,10.91,False
37.7,31.8,8.48,1.9,6.66,92.58,-0.21,80,3.61,474.56,5.44,15,10,8.88,11.27,False
11.7,5.7,-1.88,10.02,19.26,71.58,-0.33,32,8,86.56,-3.54,2.07,1,1.48,,False
37.7,38.7,10.96,1.42,2.64,-102.42,-1.6,210,2.6,214.56,2.9,26.55,10,7.53,12.57,True
57.7,23.4,8.1,0.44,4.11,212.58,-1.57,100,5.16,134.56,5.56,22.35,10,6.43,,False
7.7,4.83,-0.14,10.92,18.78,89.58,-0.36,74,7.32,66.56,-4.22,1.59,1,2.26,,True
37.7,15.45,5.54,1.6,7.41,-12.42,1.04,190,2.64,104.56,4.8,24.15,10,8.33,10.68,True
37.7,32.4,6.54,2.38,7.29,77.58,-0.3,120,5.96,454.56,5.24,18.3,10,7.98,10.56,False
11.7,4.14,0.82,10.34,20.76,146.58,-0.48,10,8.58,90.56,-3.64,1.53,1,1.59,,False
11.7,4.11,-2.48,10.96,16.38,89.58,-0.06,4,9.71,80.56,-2.3,1.65,1,2,,True
11.7,2.52,0.66,8.74,29.58,80.58,1.1,52,8.55,76.56,-4.56,2.73,1,2.01,,True
17.7,33.9,2.64,0.68,3.6,-12.42,0.83,345,2.95,104.56,-1.02,17.55,10,7.63,10.57,False
37.7,19.95,9.72,1.34,5.85,287.58,-0.8,265,2.93,524.56,7.38,16.65,10,10.48,,True
37.7,20.4,7.32,1.16,5.7,287.58,-2,45,4.22,514.56,4.58,29.55,10,6.23,,False
11.7,3.18,-3.74,13.2,29.34,113.58,-0.56,18,7.55,134.56,-2.7,2.85,1,1.93,,False
57.7,16.2,9.24,1.14,6.48,287.58,-1.03,85,3.86,504.56,2.72,24.6,10,7.53,10.31,False
57.7,24.3,9.28,8.58,5.7,212.58,-0.84,25,4.83,314.56,2.64,16.35,10,8.18,,False
57.7,33.15,7.1,3.32,7.92,287.58,-2.19,185,5.45,514.56,0.42,19.95,10,6.78,8.86,False
17.7,31.95,1.58,1.94,7.05,32.58,-2.06,50,7.64,464.56,2.6,16.05,10,8.03,10.2,False
17.7,25.05,9.28,5.7,7.68,107.58,0.39,235,3.32,184.56,5.08,15.6,10,7.78,,False
17.7,27.6,9.34,6.44,9.24,122.58,1.35,255,3.63,284.56,5.16,21.3,10,6.98,,False
11.7,5.79,0.64,14.78,20.07,92.58,-0.61,12,7.45,146.56,-2.44,1.44,1,2.08,11.01,False
17.7,17.4,10.44,-0.38,1.11,122.58,-1.67,35,2.31,274.56,2.68,15.9,10,10.53,12.07,True
15.7,2.67,-6.02,12.54,24.87,152.58,-0.61,50,8.09,116.56,-3,1.44,1,2.21,11.19,True
11.7,0.66,0.82,12.64,18.03,128.58,0.19,25,8.89,68.56,-1.56,2.76,1,2.09,11.89,True
17.7,38.4,6.64,0.68,4.47,32.58,0.31,85,6.45,104.56,0.82,15.15,10,7.33,9.75,False
37.7,34.05,7.28,2.76,12.03,-102.42,2.3,305,5.07,464.56,2.04,20.7,10,6.63,9.71,False
7.7,6.09,-3.68,13.98,27.24,113.58,0.66,23,8.73,104.56,-3.78,0.06,1,1.8,10.66,False
37.7,18.15,10.66,-0.52,2.58,212.58,0.46,350,3.55,244.56,3.68,16.05,10,9.03,10.37,False
57.7,22.2,8.04,1.74,8.52,362.58,0.19,90,5.11,454.56,-6.68,20.1,10,7.93,10.78,False
11.7,5.82,0.24,19.16,20.19,152.58,-1.03,13,8.17,146.56,-5.46,2.34,1,1.89,,True
11.7,2.01,-0.32,14.36,16.59,152.58,-0.5,31,8.39,140.56,-6.14,2.04,1,1.99,10.15,False
7.7,2.79,1.1,8.56,31.02,113.58,-0.23,6,7.86,82.56,-1.68,2.19,1,2.14,12.06,True
11.7,2.64,0.24,8.86,16.65,113.58,-0.52,22,8.05,98.56,-3.72,2.55,1,2.06,,True
37.7,18.75,9.28,1.62,8.58,-87.42,-1.47,50,5.41,494.56,1.9,18.45,10,8.48,9.56,False
17.7,19.35,9.96,1.06,9.57,62.58,-1.02,105,4.27,314.56,5.38,25.35,10,6.78,,False
11.7,3.3,1.42,9.76,16.86,107.58,0.32,10,7.79,106.56,-2.62,1.38,1,2.13,11.71,True
17.7,34.05,3.64,0.78,6.21,-132.42,-0.52,160,2.76,504.56,2.12,17.85,10,10.98,,True
15.7,5.52,0.48,9.64,18.33,158.58,-0.36,16,7.41,70.56,-3.26,2.37,1,1.81,13.21,True
11.7,1.59,-1.66,9.8,20.91,128.58,-0.42,7,9.75,92.56,-3.52,3.06,1,1.68,,False
7.7,3.72,1.3,11.04,20.13,95.58,0.53,13,10.24,78.56,-5.28,2.13,1,1.58,,False
37.7,25.5,5.9,7.48,12.81,62.58,-1.25,120,5.63,384.56,1.24,16.5,10,6.68,,False
37.7,21.3,8.12,3.34,5.79,227.58,-1.35,175,3.61,354.56,3.04,25.05,10,6.33,,False
57.7,18.6,7.84,4.04,6.51,197.58,1.5,205,4.23,504.56,5.74,26.4,10,6.98,10.35,False
